id,name,mainFood,subFood,skill,taste,difficulty,time
536,炒鸡杂,[鸡胗],"[芹菜,花生油,盐,辣椒,生姜,大蒜,豆瓣酱,料酒]",炒,家常味,初级入门,5
537,牛肉酸辣粉,"[牛肉,粉丝]","[花生油,盐,酱油,香菜,醋,大蒜,洋葱,辣椒]",煮,酸辣味,初中水平,30
538,大米牛肉焖饭,"[牛肉,大米]","[花生油,豇豆,胡萝卜,盐,酱油,大葱]",焖,家常味,初中水平,30
539,糯米鱿鱼卷,"[鱿鱼,糯米]","[花生油,猪肉,芹菜,胡萝卜,盐,蚝油,小葱]",蒸,家常味,新手尝试,30
540,放心油条,[小麦面粉],"[白糖,花生油,盐]",炸,家常味,未知,15
541,丝瓜蒸粉条,"[丝瓜,粉丝]","[白糖,小葱,盐,大蒜,花生油,鸡精,蚝油,花椒]",蒸,家常味,新手尝试,10
542,培根鸡蛋煎面,"[面条,鸡蛋,培根]","[盐,玉米,黄瓜,胡椒,花生油,番茄酱]",煎,黑椒味,初级入门,30
543,炝炒土豆丝,[土豆],"[盐,大葱,花椒,鸡精,醋,辣椒,花生油]",炒,香辣味,初级入门,10
544,包菜炒粉丝,"[包菜,粉丝]","[花生油,猪肉,胡萝卜,盐,酱油]",炒,家常味,初级入门,10
545,凉拌金针菇,[金针菇],"[白糖,黄瓜,胡萝卜,香菜,大蒜,醋,盐,酱油,花生油,大葱]",拌,酸甜味,未知,10
546,家常韭菜炒鸡蛋,"[鸡蛋,韭菜]","[盐,小葱,花生油,鸡精]",炒,咸鲜味,新手尝试,5
547,清蒸青鱼,[青鱼],"[酱油,生姜,小葱,料酒,盐]",蒸,咸鲜味,初级入门,30
548,培根包菜卷,"[包菜,培根]","[大蒜,金针菇,盐,花生油,辣椒,孜然,小葱,芝麻]",蒸,咸鲜味,初级入门,10
549,大蒜蓉酱烤生蚝,"[生蚝,大蒜]","[花生油,辣椒,盐,蚝油,料酒,酱油,小葱]",蒸,咸鲜味,初中水平,30
550,糖醋脆皮茄子,[茄子],"[小葱,胡萝卜,青椒,鸡蛋,番茄酱,蚝油,白糖,醋,小麦面粉,盐,花生油]",炒,酸甜味,初中水平,15
551,黑木耳炒肉丝,"[黑木耳,猪肉]","[花生油,酱油,料酒,洋葱,辣椒,小葱,生姜,盐,鸡精]",炒,家常味,未知,15
552,秘制红烧肉,[猪肉],"[花生油,桂皮,八角,盐,淀粉,冰糖,料酒,大葱,酱油,醋,生姜,大蒜]",烧,家常味,初中水平,15
553,凉拌黑木耳,[黑木耳],"[辣椒,酱油,醋,盐,大蒜,花生油]",拌,酸辣味,新手尝试,15
554,荷塘小炒,"[莲藕,荷兰豆,黑木耳]","[胡萝卜,花生油,百合,大蒜,盐,味精,淀粉]",炒,咸鲜味,新手尝试,10
555,辣椒黑木耳炖鲫鱼,"[鲫鱼,黑木耳,辣椒]","[花生油,盐,豆瓣酱,生姜,胡椒粉,枸杞子]",烧,咸鲜味,初中水平,30
556,蒜薹炒猪肚,"[猪肚,蒜薹]","[盐,猪肉,料酒,酱油,花生油,干辣椒,生姜]",炒,家常味,初级入门,15
557,清蒸鲳鱼,[鲳鱼],"[料酒,生姜,小葱,酱油,盐,花生油,胡椒粉]",蒸,咸鲜味,初级入门,15
558,孜然辣粉煎黄花鱼,"[黄花鱼,孜然,辣椒粉]","[花生油,盐,酒酿,胡椒粉,味精,鸡蛋]",煎,香辣味,未知,10
559,全麦猪肉虾米馅饼,"[猪肉,虾仁,小麦面粉]","[盐,白菜,黑木耳,酱油,花生油,生姜,胡椒粉]",煎,家常味,初中水平,15
560,自制肉酱披萨,"[小麦面粉,青豆,猪肉,西红柿,玉米]","[花生油,蚝油,盐,胡萝卜,洋葱]",烘焙,咸鲜味,中级掌勺,30
561,麻辣鸡爪,[鸡爪],"[花生油,花椒,盐,小葱,黑芝麻,八角,大葱,大蒜,生姜,蚝油,酱油,白糖]",炒,麻辣味,未知,60
562,鱼香肉丝,"[猪肉,胡萝卜,黑木耳]","[白糖,莴笋,辣椒酱,醋,酱油,大葱,生姜,大蒜,花生油,淀粉,盐,蚝油,鸡精]",炒,鱼香味,高级厨师,10
563,凉拌秋葵,[秋葵],"[小葱,大蒜,辣椒,酱油,盐,白糖,醋,花生油]",拌,酸辣味,新手尝试,5
564,拌豆腐皮海带丝,"[海带,豆腐]","[辣椒,大蒜,醋,白糖,酱油,盐]",拌,家常味,新手尝试,10
565,豆芽炒韭菜,"[黄豆芽,韭菜]","[盐,胡椒粉,生姜,酱油,大蒜,花生油]",炒,家常味,未知,5
566,排骨炖粉条,"[排骨,粉条]","[花生油,生姜,八角,酱油,蚝油,盐,白糖]",炖,家常味,未知,60
567,小鸡炒土豆,"[鸡肉,土豆]","[盐,花生油,小葱,花椒,八角,大蒜]",炒,家常味,初中水平,30
568,酱烧桂鱼,[桂鱼],"[花生油,盐,酱油,豆瓣酱,料酒,大葱,生姜]",烧,酱香味,中级掌勺,15
569,豆豉炒扇贝,"[扇贝,豆豉]","[花生油,蚝油,酱油,小葱,白糖,盐,生姜,酒酿]",炒,咸鲜味,初级入门,10
570,酸菜鱼,"[草鱼,酸菜]","[香菜,花生油,料酒,大蒜,大葱,生姜,盐,干辣椒,花椒,辣椒,胡椒粉,淀粉]",烧,酸辣味,新手尝试,30
571,洋葱炒牛肉片,"[牛肉,洋葱]","[小葱,花生油,青椒,盐,白糖,酱油,胡椒粉,料酒,淀粉]",炒,黑椒味,初级入门,30
572,清炒小白虾,[虾仁],"[生姜,盐,小葱,鸡精,花生油]",炒,咸鲜味,未知,10
573,章鱼焖豆腐,"[章鱼,豆腐]","[花生油,盐,酱油,生姜,大蒜,小葱,料酒]",煮,咸鲜味,新手尝试,10
574,藜麦火鸡肉酿辣椒,"[鸡肉,辣椒]","[奶酪,洋葱,西红柿,大蒜,花生油,胡椒粉,盐,豆瓣酱,西芹]",烤,黑椒味,初中水平,60
575,土豆炒肉丝,"[土豆,猪肉]","[青椒,料酒,淀粉,大蒜,生姜,花生油,盐,鸡精,酱油]",炒,家常味,未知,10
576,香椿拌豆腐,"[豆腐,香椿]","[盐,花生油,白糖,酱油]",汆,家常味,初级入门,5
577,酱香章鱼,[章鱼],"[花生油,豆瓣酱,盐,孜然,胡椒粉,料酒,生姜,酱油]",炒,酱香味,新手尝试,10
578,炒鸡块,[鸡肉],"[生姜,酒酿,酱油,小葱,黑芝麻,白糖,盐,花生油]",炒,咸鲜味,初级入门,30
579,肉松面包卷,"[小麦面粉,鸡蛋]","[芝麻,小葱,盐,黄油,白糖,牛奶]",烘焙,其它口味,初级入门,30
580,辣椒香菇炒肉,"[辣椒,香菇,猪肉]","[花生油,芹菜,小葱,酱油,盐,鸡精]",炒,咸鲜味,初级入门,10
581,辣子鸡,[鸡肉],"[花生油,干辣椒,花生,花椒,生姜,大蒜,辣椒,白糖,盐,鸡精,辣椒油,料酒,大葱]",爆炒,麻辣味,初级入门,10
582,芹菜炒肉丝,"[猪肉,芹菜]","[花生油,小葱,生姜,酱油,料酒,盐,白糖,蚝油,淀粉,大蒜,鸡精]",炒,家常味,新手尝试,15
583,家常炖鱼,[青鱼],"[花生油,大葱,盐,小葱,生姜,大蒜,八角,花椒,酱油,醋,白糖,桂皮]",炖,家常味,新手尝试,30
584,家庭版烤鱼,[鲈鱼],"[花生油,西葫芦,金针菇,豆腐,黑木耳,小葱,辣椒粉,孜然,胡椒粉,豆瓣酱,生姜,大蒜,洋葱,辣椒,酱油,料酒]",烤,香辣味,未知,60
585,豆豉干煸泥鳅,"[泥鳅,豆豉]","[花生油,盐,辣椒,花椒,小葱]",干煸,麻辣味,未知,30
586,回锅肉,"[猪肉,豆腐]","[辣椒,大蒜,生姜,料酒,豆瓣酱,白糖,鸡精,花生油,大葱,洋葱]",炒,香辣味,高级厨师,5
587,凉拌绿豆芽,[绿豆芽],"[花生油,香菜,盐,酱油,醋,白糖,大葱,大蒜,辣椒油]",拌,家常味,初级入门,5
588,西红柿炖牛肉,"[牛肉,西红柿]","[生姜,桂皮,花椒,八角,盐,花生油,大葱,香叶,大蒜,酱油,鸡精]",炖,家常味,新手尝试,2
589,小鸡炖香菇,"[鸡肉,香菇]","[酱油,八角,香叶,盐,生姜,胡椒粉]",炖,咸鲜味,未知,90
590,烧鸡翅根,[鸡翅],"[花生油,蚝油,酱油,番茄酱,料酒,盐]",烧,家常味,初级入门,15
591,鱼香肉丝,"[猪肉,黑木耳,胡萝卜]","[盐,淀粉,泡椒,白糖,蚝油,鸡精,醋,料酒,酱油,花生油,生姜,大蒜]",炒,酸甜味,初中水平,15
592,红烧明太鱼,[青鱼],"[花生油,盐,小葱,酱油,料酒,生姜,辣椒,花椒,八角,香叶,白糖,大蒜,蚝油]",烧,家常味,未知,30
593,黄瓜黑木耳炒鸡蛋,"[黄瓜,黑木耳,鸡蛋]","[花生油,胡萝卜,盐]",炒,家常味,新手尝试,10
594,秘制无油红烧肉,[猪肉],"[八角,淀粉,盐,小葱,大蒜,桂皮,生姜,料酒,冰糖,大葱,酱油]",烧,酱香味,中级掌勺,60
595,大蒜油鲈鱼,"[鲈鱼,大蒜]","[花生油,盐,蚝油,酱油]",蒸,大蒜香味,新手尝试,15
596,油菜海带豆腐丝,"[油菜,豆腐,海带]","[花生油,盐,蚝油,小葱]",炒,家常味,新手尝试,10
597,茄汁拌面,[面条],"[盐,胡萝卜,西红柿,辣椒,洋葱,料酒,酱油,生姜,孜然,八角,香叶,干辣椒,豆瓣酱]",炒,酸辣味,新手尝试,15
598,香菇皮蛋猪肉粥,"[大米,香菇,猪肉]","[盐,鸡精,花生油,料酒,白糖]",煮,咸鲜味,未知,30
599,拍黄瓜,[黄瓜],"[大蒜,花生油,盐,白糖,味精,醋]",拌,咸鲜味,初级入门,5
600,炸肉酱,[猪肉],"[花生油,辣椒,盐,小葱,生姜,大蒜,料酒,白糖]",炒,酱香味,初级入门,5
601,洋葱炒肉,"[洋葱,猪肉]","[盐,酱油,胡萝卜,蚝油,花生油,辣椒酱,料酒,鸡精]",炒,大蒜香味,未知,15
602,匈牙利牛肉汤,[牛肉],"[花生油,土豆,口蘑,西红柿,洋葱,辣椒,香叶,干辣椒,白豆蔻,胡椒粉,大蒜,盐,番茄酱,八角,茴香]",煨,酸甜味,中级掌勺,90
603,麻婆豆腐,[豆腐],"[花生油,猪肉,淀粉,豆瓣酱,大葱,盐,花椒,胡椒粉,料酒,生姜,小葱,白糖,酱油]",炒,麻辣味,初中水平,30
604,马兰头拌豆干,"[马兰头,豆腐干]","[花生油,胡萝卜,盐,鸡精,白糖]",炒,家常味,初中水平,15
605,韭菜炒鸡蛋,"[韭菜,鸡蛋]","[盐,花生油,小葱,鸡精]",炒,咸鲜味,新手尝试,5
606,豆豉炒白菜片黑木耳,"[白菜,黑木耳,豆豉]","[料酒,醋,酱油,盐,鸡精,生姜,花生油]",炒,家常味,未知,30
607,干锅油面筋,[面筋],"[黑木耳,胡萝卜,青椒,鹌鹑蛋,生姜,白糖,盐,鸡精,八角,花生油,酱油,料酒]",煮,咸鲜味,未知,15
608,青椒玉米,"[青椒,玉米]","[花生油,生姜,小葱,大蒜,盐,鸡精]",炒,家常味,新手尝试,10
609,酱香豆腐炒肉,"[豆腐,猪肉]","[盐,花生油,辣椒,酱油,味精]",炒,酱香味,初级入门,15
610,芝麻肉松,"[猪肉,芝麻]","[花生油,酱油,蚝油,盐,小葱,白糖,鸡精,料酒]",烘焙,家常味,新手尝试,60
611,苦瓜回锅肉,"[猪肉,苦瓜]","[花生油,生姜,大蒜,青椒,白糖,盐,料酒,豆瓣酱,辣椒酱,腐乳,酱油,蚝油]",炒,咸鲜味,初中水平,15
612,肉炒蒜薹,"[蒜薹,猪肉]","[花生油,盐,酱油,淀粉]",炒,家常味,新手尝试,10
613,无油可乐鸡翅,"[鸡翅,可乐]","[花生油,大葱,生姜,盐,八角,花椒,香叶,桂皮,大蒜,干辣椒]",炖,咸鲜味,初级入门,30
614,肉丝炒洋葱,"[猪肉,洋葱]","[花生油,胡萝卜,酱油,盐,鸡精]",炒,家常味,初中水平,5
615,义式口水鸡,[鸡肉],"[花生油,盐,白糖,醋,辣椒油,黑芝麻,花生,料酒,生姜,大葱,大蒜,花椒]",煮,香辣味,新手尝试,30
616,酱卤牛窝骨,[牛排],"[花生油,干辣椒,鸡精,花椒,生姜,白糖,酱油,蚝油,料酒,盐,八角,香叶,桂皮]",煮,香辣味,未知,45
617,红烧肉,[猪肉],"[花生油,盐,酱油,大蒜,生姜,小葱,料酒,冰糖,淀粉,八角,桂皮,大葱]",烧,其它口味,初中水平,2
618,排骨蒸豆腐,"[排骨,豆腐]","[豆豉,辣椒,盐,小葱,大蒜,酱油,生姜]",蒸,咸鲜味,未知,30
619,鱼香茄子,[茄子],"[花生油,辣椒,豆瓣酱,酱油,生姜,大蒜,白糖,醋,盐,淀粉]",炒,鱼香味,新手尝试,10
620,土豆排骨,"[排骨,土豆]","[花生油,八角,鸡精,冰糖,料酒,香叶,茴香,生姜,洋葱,盐,豆瓣酱,五香粉,蚝油]",炒,咸鲜味,未知,30
621,京酱肉丝,"[猪肉,黄瓜]","[大葱,豆腐皮,豆瓣酱,生姜,花生油,盐,料酒,淀粉,酱油,白糖]",炒,酱香味,新手尝试,30
622,蜜汁黑椒鸡翅根,[鸡翅],"[花生油,生姜,大蒜,八角,胡椒粉,盐,酱油,蜂蜜]",烤,咸鲜味,初级入门,30
623,辣子鸡,[鸡肉],"[花生油,花生,大葱,干辣椒,生姜,大蒜,花椒,辣椒,鸡精,盐,料酒,白糖]",爆炒,香辣味,未知,30
624,腌渍荞头,[荞头],"[辣椒,生姜,酱油,白糖,盐,醋]",腌,咸鲜味,初中水平,15
625,兔肉炒韭菜,"[兔肉,韭菜]","[花生油,盐,酱油,小葱]",炒,咸鲜味,初级入门,10
626,芹菜炒虾仁,"[虾仁,西芹]","[花生油,盐,胡椒粉,酱油,料酒,辣椒]",炒,家常味,中级掌勺,10
627,火腿香菇蒸鸡,"[火腿,香菇,鸡肉]","[花生油,小葱,生姜,盐,白糖,料酒]",蒸,家常味,新手尝试,30
628,生煎馒头,[小麦面粉],"[小葱,猪肉,芝麻,生姜,五香粉,白糖,料酒,酱油,蚝油,盐,花生油]",煎,五香味,中级掌勺,90
629,懒人猪肉饭,"[大米,猪肉]","[花生油,香菇,胡萝卜,洋葱,盐,酱油,料酒,豆瓣酱]",煮,家常味,初级入门,30
630,少油地三鲜,"[土豆,茄子,青椒]","[盐,酱油,白糖,花生油,淀粉,大蒜,小葱,料酒,蚝油,生姜,大蒜]",烤,家常味,初级入门,10
631,荠菜肉丝炒年糕,"[猪肉,荠菜,年糕]","[花生油,盐,料酒,酱油]",炒,家常味,初级入门,15
632,排骨炖黄豆海带,"[排骨,海带,黄豆]","[花生油,盐,料酒,洋葱,红糖,大蒜,生姜,酱油,八角,桂皮,香菜]",炖,咸鲜味,初中水平,15
633,青椒榨菜炒肉丝,"[猪肉,榨菜,青椒]","[酱油,盐,白糖,淀粉,胡椒粉,大蒜,生姜,花生油]",炒,咸鲜味,初中水平,10
634,青椒黑木耳炒虾仁,"[青椒,黑木耳,虾仁]","[花生油,盐,酱油,淀粉,小葱]",炒,家常味,新手尝试,10
635,娃娃菜炒肉片,"[娃娃菜,猪肉]","[大蒜,辣椒,酱油,料酒,淀粉,盐,花生油]",炒,家常味,未知,15
636,四喜丸子,"[小麦面粉,香菇,黑木耳,海带]","[冰糖,酱油,花生油,盐,腰果,大蒜]",煮,甜味,新手尝试,30
637,辣椒土豆片,"[土豆,辣椒]","[花生油,酱油,盐,鸡精,五香粉,香菜,小葱]",炒,家常味,新手尝试,10
638,芹菜炒肉,"[猪肉,芹菜]","[料酒,白糖,蚝油,大蒜,鸡精,盐,生姜,酱油,花生油,淀粉,大葱]",炒,家常味,未知,10
639,腐乳蒸鸡,"[鸡肉,腐乳]","[花生油,金针菇,小葱,酱油,盐,白糖,生姜,辣椒]",蒸,其它口味,未知,60
640,大蒜泥白肉,"[猪肉,大蒜]","[花生油,黄瓜,盐,辣椒油,酱油,白糖,蚝油,醋,大葱,生姜]",拌,香辣味,新手尝试,15
641,蚂蚁上树,"[猪肉,粉丝]","[大蒜,小葱,料酒,酱油,盐,胡椒粉,豆瓣酱,花生油]",煮,家常味,新手尝试,10
642,锅塌豆腐,[豆腐],"[花生油,鸡蛋,小葱,胡萝卜,味精,淀粉,盐]",烧,家常味,新手尝试,10
643,香菇油菜,"[毛豆,油菜]","[酱油,蚝油,花生油,鸡精,盐,小葱,生姜,干辣椒]",炒,家常味,新手尝试,10
644,美味红烧肉,[猪肉],"[花生油,花椒,小葱,生姜,大蒜,八角,盐,料酒,桂皮,冰糖,酱油,大葱]",烧,家常味,未知,30
645,干煸有机花菜,[菜花],"[花生油,辣椒,盐,猪肉,酱油,白糖,生姜,豆瓣酱]",干煸,香辣味,初中水平,15
646,京酱肉丝,"[猪肉,黄瓜]","[花生油,白糖,豆腐皮,大葱,料酒,酱油,盐,豆瓣酱,淀粉]",炒,甜味,未知,30
647,香芋蒸排骨,"[排骨,魔芋]","[盐,胡椒粉,鸡精,豆豉,淀粉,料酒,小葱,生姜,大蒜]",蒸,家常味,新手尝试,2
648,手擀面,[小麦面粉],"[盐,西红柿,香菜,胡椒粉,生姜,酱油,大蒜]",煮,酸甜味,未知,10
649,香菇油菜,"[毛豆,油菜]","[酱油,蚝油,花生油,盐,鸡精,小葱,生姜,干辣椒]",炒,家常味,新手尝试,10
650,地三鲜,"[茄子,土豆,青椒]","[大蒜,小葱,淀粉,盐,花生油,料酒,白糖,醋,蚝油,酱油,花椒,生姜]",烤,家常味,新手尝试,10
651,韩式烤肉烧饭,"[大米,猪肉]","[大蒜,胡萝卜,鸡蛋,胡椒,大葱,盐,白糖,酱油,料酒,花生油]",炒,蒜香味,未知,30
652,脆皮蜂蜜酱油烤鸡,"[鸡肉,蜂蜜,酱油]","[花生油,料酒,蚝油,大蒜,盐,五香粉,胡椒]",烤,咸鲜味,未知,25
653,肉炒杏鲍菇盖饭,"[杏鲍菇,猪肉,大米]","[花生油,胡萝卜,大葱,生姜,大蒜,料酒,酱油,盐,味精,淀粉]",炒,家常味,未知,30
654,川味回锅肉,"[猪肉,豆腐]","[豆瓣酱,花生油,盐,大蒜,生姜,大葱,料酒,白糖,辣椒,洋葱]",炒,家常味,初中水平,5
655,东坡肉,[猪肉],"[花生油,料酒,生姜,大葱,淀粉,八角,桂皮,盐,酱油,冰糖,小葱]",烧,酱香味,初中水平,2
656,蒸花卷,[小麦面粉],"[小葱,花生油,盐,苏打粉,白糖]",蒸,家常味,未知,30
657,渍菜粉,"[猪肉,红薯]","[盐,白糖,花生油,大葱,生姜,大蒜,干辣椒,料酒,酱油]",炒,酸味,未知,30
658,沙葛炖五花肉,"[猪肉,凉薯]","[花生油,盐,蒜苗,大蒜,生姜,香叶,花椒,八角,料酒,蚝油,香菇]",炖,咸鲜味,初级入门,60
659,肉末烤茄子,"[茄子,猪肉]","[盐,酱油,大蒜,蚝油,料酒,小葱,花生油,胡椒粉,辣椒粉]",烤,香辣味,中级掌勺,30
660,蚂蚁上树,"[粉丝,猪肉]","[花生油,盐,豆瓣酱,大蒜,酱油,胡椒粉,鸡精,大葱]",煮,香辣味,新手尝试,5
661,梅干菜烧肉,"[梅干菜,猪肉]","[料酒,盐,花生油,生姜,冰糖,酱油,醋,豆瓣酱]",烧,家常味,初级入门,30
662,红烧土豆排骨,"[排骨,土豆]","[花生油,酱油,白糖,八角,桂皮,香叶,盐,大葱,生姜]",烧,酱香味,未知,90
663,农家小炒肉,"[猪肉,青椒]","[大蒜,酱油,盐,淀粉,花生油,白糖]",炒,咸鲜味,初级入门,10
664,麻婆豆腐,[豆腐],"[猪肉,花生油,豆瓣酱,大蒜,盐,花椒,料酒,生姜,大葱,白糖,酱油,辣椒,淀粉]",炒,麻辣味,初中水平,30
665,酸菜鱼,"[草鱼,酸菜]","[香菜,大葱,生姜,大蒜,料酒,盐,干辣椒,花椒,辣椒,胡椒粉,淀粉,花生油]",烧,酸辣味,高级厨师,30
666,四喜丸子,[猪肉],"[花生油,盐,白糖,鸡精,胡椒粉,酱油,料酒,淀粉,大葱,生姜]",炸,咸鲜味,初级入门,30
667,麻婆豆腐,[豆腐],"[花生油,猪肉,豆瓣酱,白糖,盐,酱油,花椒,淀粉,生姜,大蒜,大葱,辣椒]",炒,香辣味,初级入门,15
668,菜花炒肉,"[菜花,猪肉]","[花生油,鸡精,酱油,盐,大蒜,五香粉]",炒,家常味,未知,15
669,干锅腊肉茶树菇,"[茶树菇,腊肉]","[大葱,辣椒,生姜,洋葱,大蒜,酱油,料酒,白糖,豆瓣酱,辣椒酱,鸡精]",炒,香辣味,未知,60
670,夫妻肺片,"[牛肉,猪舌头,牛肚]","[花生油,盐,花椒,生姜,大葱,酱油,鸡精,芹菜,辣椒]",拌,香辣味,初级入门,30
671,清蒸红烧肉,[猪肉],"[花生油,料酒,酱油,蚝油,豆豉,白糖,盐]",蒸,家常味,未知,30
672,西蓝花炒虾仁,"[虾仁,西兰花]","[大蒜,生姜,大葱,花生油,盐,胡椒粉,蚝油,料酒]",炒,家常味,初级入门,5
673,番茄炒蛋,"[西红柿,鸡蛋]","[花生油,盐,料酒,鸡精,白糖,生姜,大蒜,大葱]",烤,酸甜味,初级入门,5
674,家常炒豆腐,[豆腐],"[干辣椒,辣椒,淀粉,大蒜,花椒,豆瓣酱,料酒,鸡精,味精]",炒,香辣味,未知,10
675,三杯鸡,[鸡肉],"[辣椒,大葱,料酒,花生油,酱油,冰糖,盐,大蒜,生姜]",烧,家常味,中级掌勺,30
676,家常炒面,[面条],"[大蒜,火腿,油菜,胡萝卜,盐,蚝油,花生油]",炒,家常味,新手尝试,10
677,酱汁牛肉,[牛肉],"[花生油,平菇,蚝油,小葱,大蒜,盐,酱油]",炒,家常味,初级入门,10
678,青椒炒平菇,"[平菇,青椒]","[花生油,胡萝卜,盐,五香粉,鸡精,白糖]",炒,家常味,未知,15
679,秘制红烧肉,[猪肉],"[花生油,冰糖,大葱,盐,淀粉,八角,生姜,大蒜,八角,小葱,料酒,酱油]",烧,家常味,未知,60
680,家常笋丁烧小黄鱼,"[小黄鱼,春笋]","[豌豆,胡椒粉,盐,豆瓣酱,胡萝卜,大葱,生姜,大蒜,八角,料酒,醋,酱油]",烧,咸鲜味,未知,30
681,秘制肥牛饭,"[牛肉,大米]","[鸡蛋,西兰花,胡萝卜,花生油,盐,料酒,酱油,蚝油,白糖,胡椒粉,洋葱,淀粉]",焖,酱香味,中级掌勺,30
682,酸辣土豆丝,[土豆],"[洋葱,胡萝卜,醋,酱油,盐,花生油,干辣椒]",炒,咸鲜味,新手尝试,5
683,青椒肉片,"[青椒,猪肉]","[花生油,料酒,酱油,大蒜,豆豉,盐,蚝油]",炒,家常味,新手尝试,10
684,猪肉小白菜饺子,"[小麦面粉,猪肉,小白菜]","[盐,料酒,酱油,生姜]",煮,咸鲜味,初级入门,15
685,水煮肉片,[猪肉],"[花生油,黄豆芽,大葱,盐,小葱,淀粉,大蒜,干辣椒,豆瓣酱,酱油,鸡精,料酒,花椒,白糖]",煮,麻辣味,中级掌勺,30
686,韭菜鸡蛋馄饨,"[小麦面粉,韭菜,鸡蛋]","[大葱,香菜,生姜,盐,胡椒粉,鸡精,花生油,酱油]",煮,家常味,新手尝试,10
687,水煮肉片,[猪肉],"[花生油,黄豆芽,淀粉,白糖,盐,料酒,大葱,干辣椒,大蒜,豆瓣酱,花椒,酱油,鸡精,辣椒油]",煮,麻辣味,初级入门,10
688,素三丁,"[苦瓜,胡萝卜,洋葱]","[花生油,盐,味精,醋,大葱,淀粉]",炒,家常味,初级入门,15
689,肉炒鸡蛋青椒,"[猪肉,鸡蛋,青椒]","[花生油,盐,酱油,胡椒粉,味精]",炒,咸鲜味,未知,10
690,辣子鸡,[鸡肉],"[花生油,辣椒,花生,干辣椒,料酒,酱油,大蒜,大葱,鸡精,生姜,花椒,香叶,盐]",爆炒,香辣味,未知,30
691,水煮肉片,[猪肉],"[花生油,盐,生姜,料酒,黄豆芽,大葱,淀粉,干辣椒,大蒜,豆瓣酱,花椒,大蒜,酱油,鸡精]",煮,香辣味,初级入门,30
692,小鸡炖蘑菇,"[鸡肉,香菇]","[料酒,酱油,桂皮,冰糖,大葱,八角,盐,花生油,花椒,大蒜,生姜]",炖,家常味,初级入门,30
693,红烧鱼,[鲈鱼],"[豆瓣酱,生姜,大葱,酱油,白糖,八角,盐,淀粉,花生油,大蒜,料酒]",烧,家常味,未知,30
694,红烧冬瓜,[冬瓜],"[花生油,盐,酱油,胡椒粉,味精]",烧,家常味,未知,15
695,鲜嫩多汁,[羊肉],"[花椒,大葱,生姜,大蒜,花生油,黑芝麻,香菜,茴香,八角,白糖,孜然,盐,胡椒,酱油]",炒,咸鲜味,未知,15
696,红烧肉,[猪肉],"[盐,桂皮,花椒,淀粉,白糖,酱油,料酒,大葱,生姜,八角,花生油,大蒜]",烧,其它口味,初级入门,30
697,芋头蒸排骨,"[芋头,排骨]","[花生油,生姜,大蒜,料酒,酱油,蚝油,盐,胡椒粉,白糖,淀粉]",蒸,家常味,未知,30
698,红烧鸡翅,[鸡翅],"[酱油,花生油,盐,芝麻,蚝油,白糖,料酒,大葱,生姜,干辣椒,大蒜]",红烧,家常味,新手尝试,30
699,菠萝咕噜肉,"[菠萝,猪肉]","[花生油,辣椒,淀粉,酱油,盐,鸡蛋,大蒜,料酒]",炒,甜味,未知,15
700,麻婆豆腐,[豆腐],"[花生油,猪肉,味精,辣椒,大蒜,白糖,酱油,大葱,盐,淀粉,花椒,生姜,豆瓣酱]",炒,麻辣味,新手尝试,15
701,素京酱肉丝,[平菇],"[花生油,芝麻,盐,番茄酱,蚝油,白糖,生姜]",炒,家常味,新手尝试,15
702,西兰花肉末,"[猪肉,西兰花]","[蚝油,辣椒,酱油,小麦面粉,鸡精,盐,花生油]",烧,咸鲜味,初级入门,10
703,白萝卜炒鸡蛋,"[白萝卜,鸡蛋]","[小葱,盐,胡椒粉,花生油]",炒,咸鲜味,未知,10
704,红烧肉,[猪肉],"[酱油,盐,冰糖,料酒,花生油,生姜,淀粉,八角,桂皮,大葱,小葱,大蒜]",烧,家常味,初级入门,60
705,辣白菜青椒炒猪肝,"[猪肝,青椒,小白菜]","[花生油,料酒,酱油,生姜,胡椒粉,盐,白糖,洋葱,大蒜]",炒,酸辣味,新手尝试,10
706,杂蔬煲仔饭,"[胡萝卜,大米,土豆,白扁豆,海带,榨菜,豆腐干]","[花生油,八角,盐,胡椒粉,酱油,蚝油,大蒜,生姜,大葱]",焖,咸鲜味,初级入门,30
707,软糯红烧肉煲,[猪肉],"[花生油,酱油,白糖,生姜,大蒜,大葱,盐,淀粉,八角,桂皮,冰糖,小葱]",烧,家常味,新手尝试,60
708,酸菜鱼,"[草鱼,酸菜]","[大葱,鸡精,辣椒,料酒,香菜,生姜,大蒜,盐,干辣椒,花椒,淀粉,花生油]",烧,酸辣味,初中水平,30
709,湘南红烧肉,[猪肉],"[花生油,冰糖,料酒,八角,生姜,大蒜,大葱,小葱,盐,酱油,淀粉,桂皮]",烧,香辣味,初中水平,15
710,家庭卤味,"[猪舌,猪肉,鸡蛋]","[花生油,大蒜,酱油,盐,鸡精,蚝油,冰糖]",煮,家常味,未知,30
711,猪肉白菜大包子,"[猪肉,白菜,小麦面粉]","[料酒,酱油,盐,大葱,生姜,花生油]",蒸,家常味,未知,30
712,东北干豆腐卷,"[猪肉,豆腐皮]","[花生油,淀粉,鸡蛋,生姜,大蒜,盐,白糖]",蒸,咸鲜味,初中水平,30
