id,name,mainFood,subFood,skill,taste,difficulty
571,五彩养颜拌六丝,"[绿豆芽,豆腐皮,胡萝卜,黄瓜,黑木耳,香菜]","[花生油,盐,辣椒油,蜂蜜,柠檬]",拌,家常味,新手尝试
572,胡萝卜毛豆炒肉丁,"[毛豆,胡萝卜,猪肉]","[花生油,盐,辣椒,生姜,大蒜]",炒,咸鲜味,新手尝试
573,凉拌扇贝,[扇贝],"[花生油,盐,大蒜,花椒,生姜,蚝油,料酒,白糖,胡椒粉]",煮,咸鲜味,未知
574,干锅花菜,[花菜],"[花生油,猪肉,盐,鸡精,生姜,花椒,料酒,豆瓣酱,酱油,大蒜,蚝油,白糖]",炒,家常味,初级入门
575,辣椒炒土豆片,"[土豆,青椒]","[料酒,酱油,盐,鸡精,大葱,花生油]",炒,家常味,未知
576,炒西兰花,[西兰花],"[大蒜,小葱,料酒,酱油,盐,鸡精,大葱,花生油,辣椒]",炒,家常味,未知
577,土豆炖鸡,"[鸡肉,土豆]","[花生油,料酒,蚝油,白糖,酱油,辣椒,生姜,大葱,盐,大蒜]",炖,家常味,初级入门
578,小大蒜炒肉片,"[猪肉,大蒜]","[花生油,盐,白糖,酱油,胡椒粉,料酒,淀粉,豆瓣酱,蚝油]",炒,家常味,未知
579,凉拌土豆丝,[土豆],"[花生油,盐,大蒜,干辣椒,生姜,辣椒油,白糖,小葱]",拌,香辣味,中级掌勺
580,茄子焖土豆,"[茄子,土豆]","[豆瓣酱,大葱,盐,花生油,白糖,鸡精]",焖,家常味,新手尝试
581,电饭煲红烧羊肉,[羊肉],"[生姜,料酒,胡萝卜,大葱,干辣椒,酱油,八角,桂皮,花椒,冰糖,花生油,盐,胡椒粉,辣椒,茴香]",焖,家常味,初中水平
582,火腿焖笋,"[火腿,竹笋]","[大葱,花生油,白糖,盐]",焖,咸鲜味,初级入门
583,大盘鸡,"[鸡肉,土豆,青椒]","[花生油,干辣椒,盐,生姜,花椒,大葱,八角,桂皮,香叶,豆瓣酱,料酒,酱油,蚝油,白糖,香菜,鸡精]",炖,咸鲜味,中级掌勺
584,白切鸡腿,[鸡腿],"[生姜,花生油,大葱,盐,辣椒,芝麻,花椒,大蒜,醋,白糖]",煮,家常味,新手尝试
585,麻辣羊蝎子火锅,[羊蝎子],"[大葱,花生油,花椒,香叶,干辣椒,茴香,八角,料酒,盐,五香粉,生姜]",炖,麻辣味,未知
586,芦笋香肠,"[芦笋,香肠]","[甜椒,花生油,盐,生姜]",炒,家常味,初级入门
587,白菜炖土豆,"[白菜,土豆]","[花生油,猪肉,大葱,生姜,盐,鸡精,八角,胡椒粉,酱油]",炖,家常味,初中水平
588,彩椒炒肉,"[猪肉,辣椒]","[花生油,盐,料酒,生姜,大蒜,白糖,淀粉,大葱]",炒,家常味,新手尝试
589,"酱味茼蒿,偏甜口",[茼蒿],"[花生油,盐,豆瓣酱,酱油,白糖,大蒜]",炒,家常味,未知
590,西芹炒肉片,"[猪肉,西芹]","[淀粉,盐,生姜,料酒,大蒜,花生油]",炒,家常味,新手尝试
591,炒河粉,"[米粉,鸡蛋,香菇]","[胡萝卜,大葱,盐,花生油]",炒,家常味,新手尝试
592,上汤黑豆苗,[豌豆苗],"[大葱,咸鸭蛋,鸡蛋,盐,大蒜,花生油]",烧,咸鲜味,未知
593,干拌面,[面条],"[花生油,黄瓜,大蒜,小葱,醋,辣椒油,盐,白糖]",煮,家常味,中级掌勺
594,炒西葫芦,[西葫芦],"[花生油,盐,醋,白糖,酱油]",炒,家常味,未知
595,爽脆醋萝卜,[白萝卜],"[花生油,辣椒,盐,醋,白糖]",腌,酸甜味,新手尝试
596,五彩缤纷,"[香菇,南瓜,山药,胡萝卜,黄瓜]","[大蒜,大葱,料酒,盐,白糖,鸡精,花生油]",炒,咸鲜味,未知
597,比肉还香的元蘑爆炒大白菜,[白菜],"[花生油,盐,胡萝卜,花椒]",炒,家常味,初级入门
598,西红柿烧肉,"[牛腩,西红柿]","[花生油,生姜,大蒜,八角,豆瓣酱,酱油,料酒]",炖,家常味,新手尝试
599,小炒肉,"[猪肉,青椒]","[花生油,大蒜,料酒,酱油,淀粉,盐]",炒,香辣味,未知
600,玉米炒肉沫,"[玉米,猪肉]","[料酒,胡萝卜,盐,淀粉,花生油,大蒜]",炒,家常味,未知
601,卤鸡胗,[鸡胗],"[花生油,莲藕,盐,生姜,料酒,大葱,大蒜]",卤,家常味,未知
602,凉拌猪尾巴,[猪尾],"[辣椒油,料酒,辣椒,香菜,盐,生姜,酱油]",卤,家常味,中级掌勺
603,春天里的腌笃鲜,"[咸肉,排骨,春笋]","[料酒,盐,生姜,大葱]",炖,咸鲜味,初级入门
604,香菜拌木耳,"[黑木耳,香菜]","[花椒,辣椒,醋,料酒,盐,鸡精,生姜,大蒜]",拌,酸辣味,新手尝试
605,腊味煲仔饭,"[大米,腊肉]","[盐,白糖,生姜,花生油,大葱]",砂锅,家常味,新手尝试
606,帕玛森牛肉意式千层面,"[牛肉,面条]","[胡椒,西红柿,奶酪,盐,白糖,花生油,洋葱,大蒜]",烘焙,其它口味,初级入门
607,红烧鸡蛋,[鸡蛋],"[花生油,大葱,大蒜,盐,白糖]",烧,家常味,初中水平
608,干锅土豆片,[土豆],"[生姜,大蒜,花椒,盐,大葱,辣椒,花生油,豆瓣酱,鸡精,料酒]",炒,家常味,未知
609,小炖娃娃菜,[娃娃菜],"[花生油,西红柿,火腿,大蒜,粉条,枸杞子,盐]",炖,咸鲜味,未知
610,腐乳烧带鱼,"[带鱼,腐乳]","[花生油,盐,白糖,料酒,醋,大葱]",烧,咸鲜味,初级入门
611,客家小炒,"[猪肉,豆腐干,鱼干,水芹菜]","[花生油,盐,辣椒,大蒜,大葱,料酒,黑芝麻]",炒,咸鲜味,新手尝试
612,土豆粉条炖红烧肉,"[猪肉,土豆,粉条]","[花生油,盐,八角,香叶,大葱,生姜,白糖,料酒]",炖,咸鲜味,初中水平
613,低油版鱼香茄子,[茄子],"[豆瓣酱,花生油,辣椒,醋,酱油,白糖,盐,淀粉,大蒜,大葱]",炒,香辣味,新手尝试
614,杂蔬炒肉丝,[猪肉],"[花生油,杏鲍菇,西芹,花椒,鸡精,盐,淀粉,甜椒]",炒,家常味,中级掌勺
615,熘鸡块,[鸡肉],"[花生油,黄瓜,胡萝卜,白糖,盐,鸡精,胡椒粉,淀粉]",熘,其它口味,未知
616,黄焖鸡,"[鸡肉,土豆,香菇]","[花生油,盐,料酒,大葱,生姜,大蒜,干辣椒,辣椒]",焖,咸鲜味,初级入门
617,鸟巢鸡蛋饼,"[鸡蛋,小麦面粉]","[花生油,土豆,胡萝卜,莲藕,大葱,盐,白糖,胡椒粉]",煎,家常味,初级入门
618,茄汁带鱼,"[带鱼,西红柿]","[花生油,洋葱,胡椒粉,盐,生姜,白糖,番茄酱]",炖,茄汁味,未知
619,西兰花炒鸡,"[鸡肉,西兰花]","[花生油,盐,生姜,八角,花椒,辣椒]",炒,咸鲜味,初中水平
620,香菇炒肉丝,"[香菇,猪肉]","[鸡精,花生油,盐,胡椒粉,大葱,料酒,淀粉,生姜,大蒜]",炒,家常味,新手尝试
621,鱼香茄子煲,"[茄子,青椒]","[盐,花生油,辣椒油,大葱,大蒜,辣椒]",煲,家常味,初级入门
622,火龙果炒虾仁,"[虾仁,腰果,火龙果]","[花生油,盐,洋葱,辣椒]",炒,咸鲜味,未知
623,家常炖牛腩,[牛腩],"[花生油,料酒,鸡精,酱油,大葱,大蒜,干辣椒,生姜,八角,香叶,盐,胡萝卜,陈皮,豆瓣酱]",炖,家常味,未知
624,家常拌豆苗,[豌豆苗],"[盐,花生油,辣椒,大蒜,酱油]",拌,咸鲜味,未知
625,鲜味浓郁的蟹壳炖南瓜,"[南瓜,螃蟹]","[白糖,花生油,大葱,盐]",炖,咸鲜味,未知
626,毛豆炒肉,"[毛豆,猪肉]","[花生油,盐,酱油,生姜,青椒,料酒,辣椒]",炒,酸辣味,中级掌勺
627,虾仁蛋滑西兰花,"[蛋黄,西兰花,虾]","[花生油,香菇,大蒜,盐,大葱,淀粉,蚝油,酱油,鸡精,白糖,五香粉,胡椒粉]",炒,大蒜香味,未知
628,大蒜炒猪肉,"[大蒜,猪肉]","[盐,白糖,酱油,鸡精,花生油,料酒,大葱,辣椒]",炒,家常味,新手尝试
629,芦笋炒肉,"[芦笋,猪肉]","[盐,鸡精,花生油,酱油,花椒,辣椒,大蒜]",炒,家常味,未知
630,砂锅猪肉,[猪肉],"[花生油,盐,白糖,大蒜,生姜,大葱,八角,干辣椒,酒酿,酱油]",煮,家常味,未知
631,香辣脆脆黄瓜,"[黄瓜,辣椒]","[酱油,醋,白糖,盐,芝麻,花生油,生姜,大蒜]",腌,酸辣味,新手尝试
632,香辣烤莲藕片,[莲藕],"[花生油,洋葱,生姜,干辣椒,大葱,小葱,辣椒粉,黑芝麻,蚝油,五香粉,酒酿,盐,孜然,花椒,白糖]",烤,香辣味,初级入门
633,白糖醋猪肉,[猪肉],"[花生油,料酒,盐,鸡精,胡椒粉,淀粉,番茄酱,白糖,醋,芝麻,大葱,生姜,鸡蛋]",焖,家常味,新手尝试
634,鱼香茄盒,"[茄子,猪肉,小麦面粉,鸡蛋]","[花生油,盐,蚝油,料酒,淀粉,大葱,大蒜,酱油,醋,白糖]",炒,家常味,新手尝试
635,照烧鸡腿饭,"[鸡腿,大米]","[花生油,酱油,料酒,蜂蜜,盐,大葱,生姜,大蒜,胡椒]",烧,家常味,中级掌勺
636,卷煎,"[猪肉,千张]","[花生油,酱油,料酒,盐,五香粉,鸡精,淀粉,蚝油,小葱,大蒜]",炒,家常味,新手尝试
637,美味鱼香猪肉,"[猪肉,黑木耳,胡萝卜]","[花生油,豆瓣酱,白糖,干辣椒,醋,酱油,料酒,盐,淀粉,大葱,大蒜,生姜]",炒,家常味,初中水平
638,蚝油生菜,"[生菜,蚝油]","[大蒜,酱油,淀粉,盐,花生油,白糖,大葱,生姜]",炒,家常味,新手尝试
639,孜然烤肉串,[鸡肉],"[花生油,辣椒,洋葱,料酒,酱油,蚝油,盐,白糖,辣椒酱,芝麻,孜然,辣椒粉]",烤,其它口味,初级入门
640,酸辣鸡胗,[鸡胗],"[大葱,蒜薹,辣椒,生姜,泡椒,酱油,料酒,白糖,盐,花生油,醋]",炒,酸辣味,新手尝试
641,酱爆鸡丁,[鸡肉],"[辣椒,大葱,黄瓜,淀粉,白糖,盐,番茄酱,料酒,花生油,豆瓣酱]",炒,其他口味,未知
642,酒酿香卤鹌鹑蛋,"[鹌鹑蛋,酒酿]","[白豆蔻,香叶,豆瓣酱,鸡精,蚝油,干辣椒,冰糖,酱油,盐,花椒,八角,桂皮]",煮,香辣味,未知
643,蒜薹猪肉,"[蒜薹,猪肉]","[花生油,盐,酱油,白糖,料酒,生姜,豆瓣酱]",炒,家常味,初级入门
644,拔丝芋头,[芋头],"[花生油,淀粉,白糖]",炸,甜味,新手尝试
645,"一碗芝麻酱锅里一倒,出锅太香了,鲜嫩入味",[鸡肉],"[花生油,盐,料酒,土豆,洋葱,金针菇,酱油,蚝油,花生酱,芝麻酱]",炖,家常味,未知
646,大蒜丝烤海鲜碗,"[粉丝,毛蛤蜊,基围虾]","[大蒜,小葱,蚝油,酱油,盐,辣椒酱,胡椒粉,料酒]",烤,香辣味,初级入门
647,香辣鱼头煲,[鱼头],"[花生油,桂圆肉,豆腐,青椒,干辣椒,大葱,生姜,大蒜,盐]",煮,香辣味,初级入门
648,香菇虫草花蒸鸡肉,"[鸡肉,虫草花,蛋黄,香菇]","[生姜,花生油,白糖,大蒜,大葱,盐,料酒,酱油,蚝油,小麦面粉,胡椒粉]",蒸,咸鲜味,未知
649,当归红枣炖羊肺,"[红枣,当归,羊肺]","[生姜,盐,胡椒粉]",炖,咸鲜味,新手尝试
650,红烧土豆,[土豆],"[花椒,酱油,小葱,盐,白糖,淀粉,鸡精,花生油,大蒜,生姜]",烧,咸鲜味,初中水平
651,毛豆炒腊肉,"[毛豆,腊肉]","[花生油,大蒜,辣椒酱,酒酿,盐]",炒,咸鲜味,未知
652,笋干炖猪肉,"[芦笋,猪肉]","[芝麻酱,番茄酱,桑葚酒,大葱,生姜,盐]",炖,咸鲜味,新手尝试
653,三汁焖锅,"[鸡肉,土豆,青椒]","[花生油,盐,酱油,蚝油,料酒,芝麻酱,洋葱,花生酱,白糖,醋]",焖,家常味,新手尝试
654,水煮锤猪肉,[猪肉],"[花生油,盐,料酒,蚝油,酱油,大葱,生姜,大蒜,豆瓣酱,辣椒粉,干辣椒,小葱,淀粉,胡椒粉]",煮,香辣味,初级入门
655,贵妃鸡翅,[鸡翅],"[花生油,酒酿,生姜,大葱,盐,胡椒粉,酱油,冰糖]",烧,咸鲜味,初级入门
656,视频蜜汁鸡翅,[鸡翅],"[芝麻,蚝油,大蒜,酱油,蜂蜜,盐,料酒,花生油,胡椒粉]",烧,家常味,新手尝试
657,湖南小炒肉,"[猪肉,青椒]","[花生油,大蒜,盐,酱油,淀粉,白糖]",炒,香辣味,初中水平
658,三杯鸡,[鸡肉],"[大葱,生姜,大蒜,辣椒,酱油,白糖,盐,花生油]",烧,其他口味,未知
659,干锅千叶豆腐,[豆腐],"[猪肉,青椒,胡萝卜,花生油,蚝油,酱油,盐,鸡精]",炒,家常味,初级入门
660,莴笋炒鸡蛋,"[莴笋,鸡蛋]","[花生油,胡萝卜,黑木耳,盐,大蒜,干辣椒]",炒,家常味,未知
661,炒腊肉,"[青椒,腊肉]","[生姜,花生油,盐,鸡精]",炒,家常味,新手尝试
662,地三鲜,"[青椒,土豆,茄子]","[大葱,生姜,大蒜,盐,白糖,酱油,花生油,小葱,料酒,醋,蚝油,花椒,淀粉]",烤,其他口味,未知
663,西湖醋鱼,[草鱼],"[生姜,大葱,醋,酱油,盐,白糖,料酒,花生油,淀粉]",炖,酸甜味,中级掌勺
664,鱼香茄子白糖醋茄子,[茄子],"[豆瓣酱,白糖,花生油,小麦面粉,醋,酱油,盐,大蒜,辣椒]",炒,酸甜味,初级入门
665,红烧鱼块,[鲢鱼],"[花生油,生姜,大葱,干辣椒,八角,酱油,盐,鸡蛋,白糖,料酒,淀粉]",烧,咸鲜味,初级入门
666,干锅手撕包菜,[包菜],"[花生油,腊肉,盐,酱油,干辣椒,大蒜,白糖,醋,蚝油]",炒,家常味,初中水平
667,西烩牛肉,"[牛肉,胡萝卜]","[花生油,酱油,鸡精,大葱,生姜,八角,香叶,花椒,料酒,盐]",炖,家常味,未知
668,茼蒿猪肉营养羹,"[茼蒿,猪肉]","[花生油,胡萝卜,盐,鸡精,花椒,料酒,大葱,生姜,淀粉]",煮,家常味,未知
669,苋菜鱼,"[咸鱼,苋菜]","[花生油,鸡蛋,料酒,胡椒粉,鸡精,淀粉,干辣椒,花椒,大葱,生姜,大蒜,盐]",煮,酸辣味,未知
670,秘制卤叉烧,[猪肉],"[大葱,大蒜,生姜,白糖,料酒,盐,酱油,花生油,辣椒酱]",烧,酱香味,中级掌勺
671,川式猪肉,[猪肉],"[生姜,大葱,八角,桂皮,香叶,冰糖,花生油,盐,芝麻]",烧,家常味,新手尝试
672,香辣孜然烤羊排,[羊排],"[花生油,花椒,八角,孜然,料酒,洋葱,大葱,生姜,酱油,蚝油,辣椒酱,盐,芝麻,辣椒粉]",烤,香辣味,中级掌勺
673,红烧鸭肉,[鸭肉],"[花生油,生姜,盐,干辣椒,香菜,大蒜,八角,香叶,桂皮,花椒,酱油,料酒]",焖,家常味,未知
674,胡萝卜茄子烧肉,"[猪肉,胡萝卜,茄子]","[花生油,洋葱,大葱,小葱,辣椒,甜椒,酱油,蚝油,盐,料酒]",烧,香辣味,初级入门
675,胡萝卜烧肉皮,"[猪皮,胡萝卜]","[花生油,生姜,八角,山葵,香叶,干辣椒,花椒,酱油,豆瓣酱,醋,盐]",烧,家常味,中级掌勺
676,清炖全鸡,[鸡肉],"[黄芪,红枣,桂圆,香菇,生姜,盐,料酒,枸杞子]",炖,咸鲜味,新手尝试
677,花生油淋风味茄子,[茄子],"[小葱,酱油,醋,干辣椒,盐,白糖,鸡精,花生油,淀粉,大蒜]",炒,大蒜香味,未知
678,干锅牛蛙,[牛蛙],"[辣椒,料酒,花生油,酱油,盐,生姜,大蒜,豆瓣酱]",煲,咸鲜味,初中水平
679,微波炉茄子,[茄子],"[大蒜,酱油,辣椒,花生油,蚝油,盐]",微波,香辣味,新手尝试
680,电饭煲红焖鸡腿,[鸡腿],"[生姜,酱油,蚝油,料酒,白糖,花生油,盐,小葱,大葱]",烧,咸鲜味,中级掌勺
681,鸡肉茄子饺子,"[小麦面粉,鸡肉,茄子]","[大葱,生姜,花生油,盐,蚝油,酱油,醋]",煮,家常味,新手尝试
682,韭菜炒扇贝,"[扇贝,韭菜]","[花生油,盐,蚝油,料酒,生姜]",炒,家常味,初中水平
683,豆腐皮韭菜卷,"[韭菜,豆腐皮]","[花生油,盐,辣椒酱,番茄酱,孜然]",烤,香辣味,新手尝试
684,胡萝卜酒酿鸭,"[鸭肉,胡萝卜,酒酿]","[花生油,酱油,白糖,盐,生姜,大蒜,花椒,八角,香叶,料酒]",焖,咸鲜味,未知
685,蛋羹蒸鲈鱼片,"[鲈鱼,鸡蛋]","[酱油,鸡精,花生油,盐,大葱]",蒸,咸鲜味,未知
686,大蒜茼蒿,[茼蒿],"[大蒜,酱油,醋,花生油,盐]",蒸,大蒜香味,未知
687,回锅茄子,[茄子],"[大葱,土豆,生姜,大蒜,青椒,料酒,五香粉,酱油,蚝油,盐,花生油]",炒,家常味,未知
688,莲藕片炒肉,"[莲藕,猪肉]","[青椒,花生油,生姜,豆瓣酱,大葱,大蒜,酱油,盐]",炒,香辣味,未知
689,豆豉蒸滑鸡,"[豆豉,鸡肉]","[大蒜,干辣椒,花生油,盐,蚝油,酱油,淀粉,料酒,生姜]",蒸,咸鲜味,未知
690,凉拌酸辣土豆,[土豆],"[辣椒,胡萝卜,酱油,醋,白糖,鸡精,芝麻,盐,花生油,大蒜]",拌,酸辣味,新手尝试
691,爆炒黄豆芽,[黄豆芽],"[干辣椒,大葱,生姜,花生油,盐,鸡精,醋,辣椒]",炒,家常味,新手尝试
692,香辣猪肉,"[猪肉,辣椒]","[盐,花生油,冰糖,酱油,酒酿,料酒,小葱,八角,陈皮,生姜]",烧,香辣味,高级厨师
693,浇汁武昌鱼,[武昌鱼],"[花生油,苋菜,粉条,盐,料酒,生姜,大蒜,辣椒,干辣椒,花椒,豆瓣酱,酱油,醋,白糖,淀粉]",煮,酸辣味,中级掌勺
694,素炒三彩丝,"[土豆,胡萝卜,青椒,芹菜]","[花生油,大葱,生姜,大蒜,盐,鸡精,酱油,醋]",炒,家常味,未知
695,麻辣豆腐,[豆腐],"[豆瓣酱,猪肉,盐,鸡精,酱油,淀粉,花生油,辣椒,大蒜,大葱,五香粉,白糖]",炒,麻辣味,未知
696,葱爆羊肉,"[大葱,羊肉]","[酱油,料酒,花生油,盐,白糖,鸡精,孜然,胡椒粉]",炒,家常味,未知
697,鲜肉香肠甜甜圈,"[小麦面粉,鸡蛋]","[盐,白糖,柠檬水,牛奶,香肠,花生油]",烘焙,咸鲜味,新手尝试
698,土豆烧鸡翅,"[鸡翅,土豆]","[花生油,盐,酱油,八角,花椒,草果,生姜]",烧,家常味,初中水平
699,酸菜鱼,"[草鱼,酸菜]","[花生油,盐,料酒,香菜,生姜,小葱,大蒜,大葱,干辣椒,花椒,辣椒,胡椒粉,淀粉]",烧,酸味,中级掌勺
700,孜然酱骨架,[猪骨],"[盐,冰糖,生姜,大蒜,八角,花椒,桂皮,干辣椒,料酒,酱油,小葱,孜然]",酱,其它口味,初中水平
701,澳门烧肉,[猪肉],"[茴香籽,花椒,香叶,五香粉,盐,鸡精,胡椒粉,花生油,苏打粉,芝麻酱,白糖,小葱]",烤,咸鲜味,初中水平
702,白菜帮蚕豆萝卜炖菜,"[白菜,胡萝卜,蚕豆]","[大葱,生姜,大蒜,花生油,八角,盐,鸡精,胡椒粉,酱油]",炖,咸鲜味,初级入门
703,墨鱼鸡汤,"[鸡肉,墨鱼]","[蘑菇,料酒,生姜,大葱,胡椒粉,盐]",炖,家常味,新手尝试
704,赛螃蟹,"[鸡蛋,虾皮,咸鸭蛋]","[盐,生姜,牛奶,淀粉,花生油]",炒,家常味,初中水平
705,猪肉酸菜炖粉条,"[酸菜,猪肉,粉条]","[花生油,干辣椒,盐,八角,料酒,小葱,五香粉,生姜,酱油,蚝油]",炖,家常味,新手尝试
706,青汁磷虾豆腐羹,"[虾仁,豆腐]","[淀粉,大麦茶,盐,奶酪]",煮,咸鲜味,新手尝试
707,家常版豇豆酿肉,"[豇豆,猪肉]","[大蒜,酱油,花生油,盐,干辣椒,白糖]",炒,家常味,未知
708,榨菜青椒炒香干,"[青椒,豆腐干,榨菜]","[花生油,大蒜,盐,酱油]",炒,家常味,未知
709,三鲜饺子,"[猪肉,虾,鸡蛋,小麦面粉]","[酱油,韭菜,料酒,蚝油,生姜,盐,五香粉,鸡精,花生油]",煮,家常味,未知
710,西红柿拌黄瓜,"[黄瓜,西红柿]","[大蒜,辣椒,酱油,蚝油,盐,花生油,醋,白糖]",拌,咸鲜味,初级入门
711,洋葱柚子炒番茄,"[西红柿,洋葱,柚子]","[花生油,盐,白糖,味精]",炒,家常味,初级入门
712,凉拌茄子,[茄子],"[盐,花生油,醋,白糖,味精,大葱,大蒜,辣椒,蚝油]",蒸,咸鲜味,初级入门
713,蚝油生菜,"[生菜,蚝油]","[盐,醋,酱油,花生油,大蒜,大葱,生姜,淀粉,白糖]",炒,家常味,新手尝试
714,酸辣大白菜,[白菜],"[醋,花生油,白糖,花椒,盐,辣椒,鸡精]",腌,酸辣味,初级入门
715,水煮基围虾,[基围虾],"[生姜,料酒,盐,五香粉,大蒜,蚝油,酱油,醋,番茄酱]",煮,咸鲜味,未知
716,咸肉菜饭,"[大米,腊肉]","[大葱,上海青,胡椒粉,白糖,盐,花生油]",焖,咸鲜味,初中水平
717,西兰花杏鲍菇木耳炒虾仁,"[杏鲍菇,西兰花,虾仁,黑木耳]","[花生油,胡萝卜,盐,味精,大蒜]",炒,家常味,未知
718,荷兰豆藕片木耳胡萝卜炒虾仁,"[荷兰豆,莲藕,虾仁,黑木耳,胡萝卜]","[花生油,盐,味精,大蒜]",炒,咸鲜味,未知
719,腐竹鸡煲,"[鸡肉,腐竹]","[花生油,盐,料酒,蚝油,橙皮,洋葱,辣椒,大葱,生姜]",煮,家常味,初中水平
720,凉瓜虾球,"[苦瓜,虾]","[花生油,洋葱,盐,料酒,胡椒粉,味精,淀粉,生姜]",炒,家常味,初级入门
721,秋葵鸡蛋饼,"[小麦面粉,鸡蛋,秋葵]","[花生油,盐,胡椒粉,鸡精,淀粉]",烙,家常味,新手尝试
722,风味豆腐,"[豆腐,蒜苗]","[花生油,盐,酱油,豆瓣酱,辣椒粉,豆豉,大蒜,淀粉]",烧,家常味,未知
723,牛腩炖土豆,"[土豆,牛腩]","[大葱,胡萝卜,生姜,八角,香叶,辣椒粉,料酒,酱油,蚝油,盐,花生油,辣椒,大蒜]",炖,咸鲜味,初级入门
724,鱼香肉丝,"[猪肉,胡萝卜,黑木耳]","[白糖,泡椒,盐,蚝油,鸡精,醋,酱油,料酒,大葱,生姜,大蒜,花生油,淀粉]",炒,家常味,新手尝试
725,炒彩虹年糕,"[面包,香菇,鸡蛋,白菜,猪肉,年糕]","[花生油,盐,蚝油,大蒜]",炒,咸鲜味,初中水平
726,辣子鸡,[鸡肉],"[花生油,辣椒,白糖,花生,生姜,干辣椒,大葱,盐,大蒜,料酒,八角,孜然,酱油,花椒]",爆炒,椒麻味,高级厨师
727,腊肉炖泥鳅,"[泥鳅,黄瓜]","[生姜,腊肉,大葱,大蒜,花椒,酱油,料酒,盐,鸡精,花生油,辣椒]",炖,家常味,初中水平
728,无油健康鸡肉饼,"[鸡肉,白菜,洋葱,胡萝卜,小麦面粉,土豆,鸡蛋]","[花生油,盐,胡椒粉]",煎,葱香味,初级入门
729,生煎韭菜盒子,"[小麦面粉,韭菜,粉丝]","[盐,花生油,五香粉,味精,淀粉]",煎,咸鲜味,初中水平
730,青椒咕咾肉,"[青椒,猪肉]","[盐,大葱,生姜,番茄酱,白糖,醋,料酒,胡椒粉,鸡蛋,淀粉,花生油]",炒,酸甜味,未知
731,松花蛋拌豆腐,"[松花蛋,豆腐]","[酱油,盐,醋,大葱,辣椒]",拌,家常味,初级入门
732,肉末豆腐煲,"[猪肉,豆腐]","[大蒜,杏鲍菇,胡萝卜,青椒,盐,生姜,芝麻酱,花生油,料酒]",炖,咸鲜味,初级入门
733,白玉菇加上木耳鸡蛋,"[蟹味菇,黑木耳,鸡蛋]","[花生油,生姜,辣椒,酱油,蚝油,盐]",炒,香辣味,未知
734,葱油饼,"[小麦面粉,小葱]","[芝麻,花生油,盐,白糖]",煎,家常味,初级入门
735,凉拌紫海藻,[海藻],"[辣椒油,花生油,盐,酱油,大蒜,醋,白糖,芝麻]",拌,家常味,新手尝试
736,五福纯素饺子,"[白菜,黑木耳,鸡蛋,胡萝卜,洋葱,小麦面粉]","[花椒,酱油,盐,花生油,蚝油]",煮,咸鲜味,初中水平
737,韭菜炒猪耳,"[韭菜,猪肉]","[花生油,盐,大蒜,生姜,料酒,酱油,鸡精,豆腐干]",炒,咸鲜味,未知
738,拌杏鲍菇,[杏鲍菇],"[小葱,大蒜,酱油,花生油,盐,白糖,辣椒油,醋,蚝油]",拌,香辣味,未知
739,辣炒菜花,"[辣椒,菜花]","[大葱,盐,酱油,花生油,腊肉,味精]",炒,家常味,未知
740,孜然鸡翅根,"[鸡翅,孜然]","[花生油,芝麻,大葱,生姜,大蒜,辣椒粉,料酒,酱油,花椒,盐,白糖,胡椒]",炒,咸鲜味,初级入门
741,素炒三丝,"[胡萝卜,辣椒,杏鲍菇]","[花生油,盐,辣椒酱,酱油,大葱]",炒,家常味,初中水平
742,香炸鸡翅,[鸡翅],"[花生油,淀粉,酱油,料酒,生姜,大蒜,辣椒粉,胡椒粉,盐]",炸,家常味,新手尝试
743,孜然羊,[羊肉],"[花生油,胡椒粉,辣椒粉,洋葱,芹菜,生姜,胡椒,盐]",烤,麻辣味,未知
744,麻婆豆腐,[豆腐],"[盐,猪肉,酱油,豆瓣酱,生姜,大蒜,料酒,淀粉,辣椒,大葱,花椒,花生油,白糖]",炒,麻辣味,初中水平
745,家常炒冬瓜片,[冬瓜],"[花生油,盐大蒜,干辣椒,生姜,小葱]",炒,家常味,未知
746,四季豆烧鸡腿,"[鸡腿,四季豆]","[花生油,盐,八角,花椒,生姜,酱油,辣椒]",炒,香辣味,初中水平
747,大蒜香炸鱼块,[草鱼],"[花生油,盐,大蒜,生姜,料酒,酱油,鱼露,五香粉,鸡蛋,小麦面粉]",炸,大蒜香味,初级入门
748,水煮鱼,[草鱼],"[花生油,粉丝,黄豆芽,干辣椒,生姜,大葱,大蒜,香菜,五香粉,辣椒油,胡椒粉,淀粉,鸡蛋,盐,鸡精,酱油,酒酿]",煮,香辣味,未知
749,凉拌杏鲍菇,[杏鲍菇],"[小葱,大蒜,花生油,酱油,醋,蚝油,辣椒酱,盐,白糖]",拌,香辣味,新手尝试
750,干锅花菜,[花菜],"[花生油,猪肉,干辣椒,盐,味精,白糖,酱油,辣椒油,大蒜,洋葱,蚝油]",炒,香辣味,未知
751,大蒜蓉粉丝蒸扇贝,"[粉丝,扇贝,大蒜]","[花生油,盐,小葱,蚝油,生姜]",蒸,咸鲜味,未知
752,一品豆腐鲜锅,"[西红柿,白糖,豆腐,鱼丸,金针菇,虾]","[花生油,盐,生姜,酱油]",煮,咸鲜味,未知
